,word,importance_norm,true_label,abstract_text,predicted_proba,doi,abstract_text_len,avg_predict_proba,global_avg_importance,importance_scaled,global_avg_importance_scaled,global_lime_importance_scaled,global_homogeneity_importance_scaled,is_inconsistent,importance_diff
10,contact,0.5197943956201101,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.738368025919181,10.1371/journal.pone.0113711,128.0,0.7383680259191809,0.5097858597969651,0.5479022201855366,0.6179608080131209,0.1346257779867845,0.0050061974879526,False,0.01
11,studied,0.4803144772303981,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.0024955922354676,10.1371/journal.pone.0113711,128.0,0.0024955922354676,0.4890425497189345,0.4771141625570209,0.4536935741237884,0.3505606376298217,0.0908663678350939,False,-0.009
12,investigate,0.4844166172049327,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.0001457774441664,10.1371/journal.pone.0113711,128.0,0.0001457774441664,0.4862929834597641,0.4818841358025488,0.4319196314844351,0.4310203884204474,0.1581925174955959,False,-0.002
13,spread,0.5144956697703613,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.9927548028790388,10.1371/journal.pone.0113711,128.0,0.9927548028790388,0.5113219321727689,0.5350677453551529,0.6301250363488067,0.6100572318709979,0.0005713671100416,False,0.003
14,transmission,0.5134327072908287,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.9897403342043348,10.1371/journal.pone.0113711,128.0,0.9897403342043348,0.5138437551845847,0.5324930574818691,0.6500954696572392,0.5699965444942329,0.0098298533230404,False,-0.0
15,recruit,0.4890087896515853,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.0017941660408049,10.1371/journal.pone.0113711,128.0,0.0017941660408049,0.4874250046782311,0.4872239193899844,0.4408841599787827,0.0906310885303746,0.0793026384256861,False,0.002
16,design,0.4892104098609752,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.0089247627109574,10.1371/journal.pone.0113711,128.0,0.0089247627109574,0.4892910807630621,0.4874583636094692,0.4556617029807976,0.3783033582265235,0.0218545174587488,False,-0.0
17,used,0.489789608869666,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.0472121687269528,10.1371/journal.pone.0113711,128.0,0.0472121687269528,0.4895762037512788,0.4881318569062465,0.4579196051389602,0.4138251369340948,0.0427541980659252,False,0.0
18,let,0.4900446836748506,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.0065076281398452,10.1371/journal.pone.0113711,128.0,0.0065076281398452,0.4888518914112809,0.4884284581933533,0.4521837421491192,0.0379542843408119,0.8609530527867153,False,0.001
19,mixing,0.5094503815734964,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.8918353443316287,10.1371/journal.pone.0113711,128.0,0.8918353443316287,0.5074087313696826,0.5228471424761112,0.5991362178257051,0.054909527255138,0.0272871653968489,False,0.002
20,identification,0.4910086433848187,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.0148623132190166,10.1371/journal.pone.0113711,128.0,0.0148623132190166,0.4885831654816104,0.4895493516915905,0.4500556890575322,0.2709729163355268,0.0143951798288111,False,0.002
21,infection,0.5079129103848279,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.7656592943100927,10.1371/journal.pone.0113711,128.0,0.7656592943100927,0.5094415857835096,0.5191231084662478,0.615234486144645,0.6225406585995286,0.2299798490133221,False,-0.002
22,population,0.5062164863256815,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.7858235207160169,10.1371/journal.pone.0113711,128.0,0.7858235207160169,0.5079669801995746,0.5150140617810333,0.6035570161825432,0.2589536614154538,0.2439618351234866,False,-0.002
23,respiratory,0.5045182940850109,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.8425097314414489,10.1371/journal.pone.0113711,128.0,0.8425097314414489,0.5108768666056767,0.5109007322395411,0.6266005414957383,0.5118195635167582,0.0946763947151947,False,-0.006
24,participant,0.5027295980278572,0.0,understanding infection dynamic respiratory disease requires identification quantification behavioural social environmental factor permit transmission infection human little empirical information available contact pattern within real-world social network let alone difference contact network population differ considerably socio-cultural level compared contact network data collected netherlands thailand using similar online respondent-driven method asking participant recruit contact person studied network link relevant transmission respiratory infection studied correlation recruited contact investigate mixing pattern observed social network component country mixing pattern assortative demographic variable random total number contact however thailand participant reported overall contact resulted higher effective contact rate finding provide new insight number contact mixing pattern two different population data could used improve parameterisation mathematical model used design control strategy although spread infection population depends factor found similarity suggest spread may similar netherlands thailand,0.80867484356164,10.1371/journal.pone.0113711,128.0,0.80867484356164,0.5073510891407781,0.5065681860433959,0.5986797463434912,0.1885682941469276,0.4187187426970869,False,-0.005
25,guinea,0.4536912832523754,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.0017764695796962,10.1371/journal.pone.0143750,74.0,0.0017764695796962,0.4836849901708838,0.44615668090744,0.4112668117582312,0.0777456613943942,0.0344426101734724,False,-0.03
26,pig,0.4806419595619482,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.0568341087810384,10.1371/journal.pone.0143750,74.0,0.0568341087810384,0.4840674780484161,0.4774949594019785,0.4142957509874132,0.16341331888201,0.0604901254837398,False,-0.003
27,revealed,0.4833511176933726,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.0020999062101849,10.1371/journal.pone.0143750,74.0,0.0020999062101849,0.488565184800812,0.4806451717021486,0.4499132992129464,0.4943254552246635,0.1155701192940794,False,-0.005
28,iga,0.5134315628513656,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.9228666256303392,10.1371/journal.pone.0143750,74.0,0.9228666256303392,0.5117737877491738,0.5324902854419675,0.6337033016003164,0.0882742692519963,0.0718323034583049,False,0.002
29,control,0.4897003697775833,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.0246036170535794,10.1371/journal.pone.0143750,74.0,0.0246036170535794,0.487046977496881,0.4880280895837436,0.4378905452094055,0.521862837729331,0.0384027195758975,False,0.003
30,recombinant,0.5089038056467601,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.8538827758249141,10.1371/journal.pone.0143750,74.0,0.8538827758249141,0.5093156972908645,0.5215232364704958,0.6142375693368867,0.1629713857327048,0.1990018673679458,False,-0.0
31,igg,0.508541944897587,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.9737101017585532,10.1371/journal.pone.0143750,74.0,0.9737101017585532,0.5149079676637552,0.5206467441194931,0.6585230176023962,0.2074537128998876,0.0716125387958915,False,-0.006
32,fmdv,0.5080929811345873,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.6653835024064554,10.1371/journal.pone.0143750,74.0,0.6653835024064554,0.5087674388935808,0.5195592724745415,0.6098958856788976,0.035483885161731,0.0818328360833759,False,-0.001
33,neutralizing,0.5076105355296396,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.9699827138682182,10.1371/journal.pone.0143750,74.0,0.9699827138682182,0.5120375741233923,0.5183907017371021,0.6357922381233485,0.2083355467909385,0.0222850612600766,False,-0.004
34,igm,0.5074226872092742,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.968732268182948,10.1371/journal.pone.0143750,74.0,0.968732268182948,0.5142245101338159,0.5179356990424875,0.6531106857468889,0.1211224237028736,0.0222025723226324,False,-0.007
35,antibody,0.5066960467035101,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.94906188933254,10.1371/journal.pone.0143750,74.0,0.94906188933254,0.5150444119737457,0.5161756439752094,0.6596035264169369,0.4223228767572094,0.0168138725260426,False,-0.008
36,virus,0.506320044463243,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.9539542305178792,10.1371/journal.pone.0143750,74.0,0.9539542305178792,0.5174777710965396,0.5152648983684889,0.6788734100882068,1.0,0.0422530263233388,False,-0.011
37,effective,0.5061613699640699,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.917460890415868,10.1371/journal.pone.0143750,74.0,0.917460890415868,0.5078520997719328,0.514880559958915,0.6026472727517329,0.3099666785125999,0.155544515440976,False,-0.002
38,immune,0.5042236844208544,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.5790715153779026,10.1371/journal.pone.0143750,74.0,0.5790715153779026,0.5055422807468353,0.5101871342111426,0.5843557088397815,0.1302733224575111,0.0424600848946724,False,-0.001
39,response,0.5040000059257285,0.0,mucosal vaccination effective strategy generating antigen-specific immune response mucosal infection foot-and-mouth disease virus fmdv study lactobacillus plantarum strain used oral delivery vehicle containing recombinant plasmid initiate mucosal systemic immune response guinea pig guinea pig orally vaccinated three dos milk animal immunized developed high level antigen-specific serum igg iga igm mucosal secretory iga siga neutralizing antibody revealed stronger cell-mediated immune response enhanced protection fmdv challenge compared control group recombinant effectively improved immunoprotection fmdv guinea pig,0.5668277748158363,10.1371/journal.pone.0143750,74.0,0.5668277748158363,0.5063784489127067,0.5096453443361433,0.5909773632988489,0.151606921010915,0.2546574910359548,False,-0.002
40,sci,0.471494145459653,1.0,spinal cord injury result series deleterious interconnected mechanism encompassed primary secondary injury event mediated upregulation gene role inflammation transcription signaling protein particular cytokine growth factor signaling protein important role pathophysiology sci balance proinflammatory anti-inflammatory effect molecule play critical role progression outcome lesion excessive inflammatory th1 th17 phenotype observed sci tilt scale towards proinflammatory environment exacerbates deleterious mechanism present injury mechanism include disruption spinal cord blood barrier edema ion imbalance particular intracellular calcium sodium concentration glutamate excitotoxicity free radical inflammatory response contributing neurodegenerative process characterized demyelination apoptosis neuronal tissue,0.0004444086391789,10.1155/2016/9476020,88.0,0.0004444086391789,0.477956411289017,0.4668578702743796,0.3659019300927082,0.0538067671265897,0.1362661163252524,False,-0.006
41,spinal,0.4822703756430059,1.0,spinal cord injury result series deleterious interconnected mechanism encompassed primary secondary injury event mediated upregulation gene role inflammation transcription signaling protein particular cytokine growth factor signaling protein important role pathophysiology sci balance proinflammatory anti-inflammatory effect molecule play critical role progression outcome lesion excessive inflammatory th1 th17 phenotype observed sci tilt scale towards proinflammatory environment exacerbates deleterious mechanism present injury mechanism include disruption spinal cord blood barrier edema ion imbalance particular intracellular calcium sodium concentration glutamate excitotoxicity free radical inflammatory response contributing neurodegenerative process characterized demyelination apoptosis neuronal tissue,0.0054110897869099,10.1155/2016/9476020,88.0,0.0054110897869099,0.4869730112263287,0.4793884835594796,0.4373048028848187,0.1021820694556175,0.1598519130670178,False,-0.005
42,inflammatory,0.5121695913032959,1.0,spinal cord injury result series deleterious interconnected mechanism encompassed primary secondary injury event mediated upregulation gene role inflammation transcription signaling protein particular cytokine growth factor signaling protein important role pathophysiology sci balance proinflammatory anti-inflammatory effect molecule play critical role progression outcome lesion excessive inflammatory th1 th17 phenotype observed sci tilt scale towards proinflammatory environment exacerbates deleterious mechanism present injury mechanism include disruption spinal cord blood barrier edema ion imbalance particular intracellular calcium sodium concentration glutamate excitotoxicity free radical inflammatory response contributing neurodegenerative process characterized demyelination apoptosis neuronal tissue,0.760001360010409,10.1155/2016/9476020,88.0,0.760001360010409,0.5078557715176094,0.5294335615182095,0.6026763494759186,0.1676137227396576,0.0129695450660925,False,0.004
43,role,0.5108573646608036,1.0,spinal cord injury result series deleterious interconnected mechanism encompassed primary secondary injury event mediated upregulation gene role inflammation transcription signaling protein particular cytokine growth factor signaling protein important role pathophysiology sci balance proinflammatory anti-inflammatory effect molecule play critical role progression outcome lesion excessive inflammatory th1 th17 phenotype observed sci tilt scale towards proinflammatory environment exacerbates deleterious mechanism present injury mechanism include disruption spinal cord blood barrier edema ion imbalance particular intracellular calcium sodium concentration glutamate excitotoxicity free radical inflammatory response contributing neurodegenerative process characterized demyelination apoptosis neuronal tissue,0.6334442848467063,10.1155/2016/9476020,88.0,0.6334442848467063,0.5065139599191991,0.5262551106429629,0.5920504812397334,0.1249755738726462,0.20871697585511,False,0.004
44,cord,0.4894361958565454,1.0,spinal cord injury result series deleterious interconnected mechanism encompassed primary secondary injury event mediated upregulation gene role inflammation transcription signaling protein particular cytokine growth factor signaling protein important role pathophysiology sci balance proinflammatory anti-inflammatory effect molecule play critical role progression outcome lesion excessive inflammatory th1 th17 phenotype observed sci tilt scale towards proinflammatory environment exacerbates deleterious mechanism present injury mechanism include disruption spinal cord blood barrier edema ion imbalance particular intracellular calcium sodium concentration glutamate excitotoxicity free radical inflammatory response contributing neurodegenerative process characterized demyelination apoptosis neuronal tissue,0.0310056126148593,10.1155/2016/9476020,88.0,0.0310056126148593,0.4885232320753323,0.4877209078338912,0.4495810736355077,0.0627847840466038,0.0621013966716783,False,0.001
45,signaling,0.5098138808321404,1.0,spinal cord injury result series deleterious interconnected mechanism encompassed primary secondary injury event mediated upregulation gene role inflammation transcription signaling protein particular cytokine growth factor signaling protein important role pathophysiology sci balance proinflammatory anti-inflammatory effect molecule play critical role progression outcome lesion excessive inflammatory th1 th17 phenotype observed sci tilt scale towards proinflammatory environment exacerbates deleterious mechanism present injury mechanism include disruption spinal cord blood barrier edema ion imbalance particular intracellular calcium sodium concentration glutamate excitotoxicity free radical inflammatory response contributing neurodegenerative process characterized demyelination apoptosis neuronal tissue,0.7927722721439938,10.1155/2016/9476020,88.0,0.7927722721439938,0.5084601749354114,0.5237276035941647,0.6074626481535224,0.1359155664420205,0.0124213408573677,False,0.001
